frequency_hz,real_ohm,imag_ohm,magnitude_ohm
1.499788418664911842e+04,1.250019451606480914e+01,7.527090045959653253e+01,7.630179105982995225e+01
1.517155150058367326e+04,1.250019008796588871e+01,7.614518341759873010e+01,7.716439405538693563e+01
1.534722978723637425e+04,1.250018576067958165e+01,7.702955933220248141e+01,7.803721967731038944e+01
1.552494233257385713e+04,1.250018153191035708e+01,7.792414542664661781e+01,7.892038379787496183e+01
1.570471269220142312e+04,1.250017739941497119e+01,7.882906027751199929e+01,7.981400365382296513e+01
1.588656469448564530e+04,1.250017336100127707e+01,7.974442383044041094e+01,8.071819786209302094e+01
1.607052244371235611e+04,1.250016941452705410e+01,8.067035741603136501e+01,8.163308643572240442e+01
1.625661032328199326e+04,1.250016555789887640e+01,8.160698376592621628e+01,8.255879079993253811e+01
1.644485299894142736e+04,1.250016178907100084e+01,8.255442702907545538e+01,8.349543380839394047e+01
1.663527542205341888e+04,1.250015810604427458e+01,8.351281278819485010e+01,8.444313975967607178e+01
1.682790283290393199e+04,1.250015450686507812e+01,8.448226807641177061e+01,8.540203441388386807e+01
1.702276076404752166e+04,1.250015098962428439e+01,8.546292139410233801e+01,8.637224500948160255e+01
1.721987504369203452e+04,1.250014755245624976e+01,8.645490272592627434e+01,8.735390028031119414e+01
1.741927179912159409e+04,1.250014419353782102e+01,8.745834355805371274e+01,8.834713047279912246e+01
1.762097746016029487e+04,1.250014091108736380e+01,8.847337689559650187e+01,8.935206736336496647e+01
1.782501876267492116e+04,1.250013770336381924e+01,8.950013728023527904e+01,9.036884427602258540e+01
1.803142275211914239e+04,1.250013456866578032e+01,9.053876080805503079e+01,9.139759610018720082e+01
1.824021678711819550e+04,1.250013150533058948e+01,9.158938514758369820e+01,9.243845930868268113e+01
1.845142854309525865e+04,1.250012851173344863e+01,9.265214955804023589e+01,9.349157197595570779e+01
1.866508601593985077e+04,1.250012558628656478e+01,9.372719490779365970e+01,9.455707379649857103e+01
1.888121752571845354e+04,1.250012272743830444e+01,9.481466369303407760e+01,9.563510610348154728e+01
1.909985172042874183e+04,1.250011993367236940e+01,9.591470005666270993e+01,9.672581188760199211e+01
1.932101757979624381e+04,1.250011720350699029e+01,9.702744980739498715e+01,9.782933581614446439e+01
1.954474441911622489e+04,1.250011453549413787e+01,9.815306043909068023e+01,9.894582425226573719e+01
1.977106189313878349e+04,1.250011192821876449e+01,9.929168115030108765e+01,1.000754252744950890e+02
2.000000000000000000e+04,1.250010938029804031e+01,1.004434628640474898e+02,1.012182886964638584e+02
